序号,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
136,13.42,20.52,15.62,11.18,16.55,5.00,9.00,28.44,11.05,27.46,17.09,24.19,31.40,26.40,25.00,24.08,25.46,22.20,20.25,20.62,15.26,11.70,12.04,8.25,12.81,29.21,31.24,9.43,10.05,11.18,13.60,22.02,22.80,24.04,8.49,10.77,13.42,5.39,15.26,7.07,6.00,27.89,20.40,20.02,25.71,22.47,24.04,21.02,26.57,28.30,29.70,38.08,30.81,27.17,27.00,27.29,25.08,32.02,30.41,28.60,33.54,35.34,36.25,38.63,34.53,32.76,33.84,28.23,24.60,27.20,17.46,19.65,20.88,19.31,17.26,22.02,22.09,24.02,21.19,24.74,25.30,26.93,25.32,25.08,25.32,30.41,30.27,32.25,29.02,32.14,18.03,19.42,22.20,24.08,27.46,30.81,18.38,17.03,19.65,18.25,17.03,18.03,16.76,17.49,14.87,14.87,22.80,19.85,20.25,27.80,19.72,15.30,3.00,4.47,2.83,3.16,7.00,6.71,11.40,8.25,7.21,7.07,10.82,9.22,11.00,25.46,19.10,17.03,14.87,15.13,15.30,4.00,8.49,12.04,12.08,8.25,0.00,4.24,6.40,4.12,5.66,7.21,7.81,13.00,11.18,13.45,19.31,18.03,13.15,20.62,34.66,25.06,13.93,14.42,20.62,23.09,28.65,9.85,15.56,11.66,11.70,15.52,20.22,20.02,17.03,15.81,23.35,25.96,19.24,17.49,16.40,20.25,21.95,23.26,25.94,30.89,35.38,32.56,38.21,33.30,38.60
137,12.73,16.28,15.81,7.28,12.65,1.00,12.37,26.25,14.56,26.91,19.24,25.63,32.25,27.29,25.94,24.70,25.81,21.93,19.80,20.62,14.87,10.63,9.85,7.07,13.04,30.02,31.91,9.43,8.06,9.43,12.21,22.83,23.71,24.41,9.49,13.04,15.30,8.06,16.76,8.25,9.49,24.33,17.03,17.46,23.77,21.10,22.36,20.00,25.06,27.66,30.00,37.20,28.79,24.74,24.19,24.02,22.56,31.83,30.81,28.28,32.45,34.13,34.99,37.12,32.28,30.68,32.20,26.93,23.60,25.50,16.40,17.89,19.24,15.52,14.00,19.42,19.03,21.38,17.46,21.21,21.59,23.09,22.02,22.02,23.09,28.16,27.89,29.83,26.31,29.00,13.89,15.26,18.03,19.85,23.32,26.63,14.14,12.81,16.12,16.16,14.56,15.13,13.15,13.42,11.18,10.63,18.60,15.62,16.12,23.60,15.65,12.00,3.00,7.07,7.07,7.21,10.44,10.82,10.00,7.07,7.62,4.47,6.71,5.00,8.54,25.81,19.42,17.20,13.60,13.00,13.42,3.16,12.73,16.28,16.12,12.08,4.24,0.00,2.24,4.12,7.07,9.06,8.54,9.22,7.28,9.22,21.38,20.22,16.03,23.09,34.83,26.57,16.12,15.81,24.35,25.32,30.08,12.04,16.12,13.34,14.04,19.31,23.77,23.09,20.10,18.11,26.02,28.28,20.88,18.97,17.46,21.54,23.41,25.00,27.51,32.31,35.81,32.65,38.60,33.30,38.21
138,13.60,14.14,15.65,5.10,11.18,2.00,13.93,26.00,16.76,27.59,21.10,27.20,33.54,28.64,27.31,25.94,26.93,22.80,20.62,21.63,15.81,11.40,10.00,8.06,14.32,31.30,33.12,10.77,8.49,9.90,12.73,24.17,25.08,25.55,10.05,14.04,16.03,9.49,17.26,9.00,11.18,23.09,16.03,17.09,23.71,21.40,22.47,20.52,25.24,28.28,31.06,37.64,28.64,24.35,23.54,23.02,22.14,32.65,31.91,29.07,32.80,34.41,35.23,37.22,31.95,30.46,32.25,27.20,24.08,25.55,16.97,18.03,19.42,14.14,13.15,18.97,18.25,20.88,16.12,20.02,20.22,21.59,21.02,21.21,22.85,27.86,27.51,29.41,25.71,28.07,12.08,13.42,16.12,17.80,21.47,24.70,12.04,10.63,14.04,14.76,13.00,13.34,11.05,11.18,9.06,8.49,16.40,13.60,13.89,21.63,13.93,11.18,5.10,9.22,9.22,9.22,12.65,13.04,9.22,6.71,8.06,5.00,5.10,2.83,7.21,25.55,19.24,17.00,12.73,11.66,12.21,4.12,14.87,18.44,18.36,14.32,6.40,2.24,0.00,6.00,9.00,11.00,10.20,8.00,6.00,7.07,23.19,22.09,18.11,25.02,35.81,28.16,18.03,17.46,26.57,27.17,31.62,14.00,17.46,15.13,16.00,21.54,25.96,25.18,22.20,20.02,28.00,30.15,22.56,20.62,18.97,23.09,25.00,26.68,29.12,33.84,36.89,33.60,39.66,34.21,38.90
139,9.43,18.87,19.10,11.05,13.60,4.00,13.04,24.33,11.18,23.60,15.13,21.54,28.30,23.32,21.95,20.81,22.02,18.44,16.40,16.97,11.40,7.62,8.00,4.12,9.22,26.08,28.02,5.66,6.00,7.07,9.49,18.87,19.72,20.62,12.21,14.87,17.46,9.49,19.24,10.82,10.05,24.35,16.76,16.00,21.59,18.38,19.92,17.00,22.47,24.41,26.25,34.13,26.68,23.09,23.02,23.54,21.02,28.32,27.02,24.84,29.53,31.30,32.20,34.54,30.41,28.64,29.73,24.17,20.59,23.09,13.42,15.52,16.76,16.12,13.60,18.00,18.25,20.00,17.89,21.19,21.93,23.71,21.59,21.21,21.21,26.31,26.17,28.16,25.00,28.28,15.56,16.97,19.80,22.02,24.84,28.32,16.64,15.65,20.02,20.25,18.68,19.24,17.03,16.76,15.03,13.42,21.47,17.80,19.31,25.46,17.03,11.70,1.41,3.61,6.08,7.00,7.21,8.60,13.89,10.82,10.63,3.61,8.60,8.25,12.65,29.07,22.67,20.52,17.49,17.09,17.46,6.40,11.18,14.42,13.45,9.22,4.12,4.12,6.00,0.00,3.00,5.00,4.47,10.00,8.49,12.08,17.26,16.12,12.17,19.03,31.14,22.47,12.04,11.70,21.02,21.21,26.00,8.00,12.21,9.22,10.00,16.12,20.25,19.24,16.28,14.04,22.00,24.19,16.76,14.87,13.42,17.46,19.31,20.88,23.41,28.23,32.02,29.00,34.83,29.70,34.83
140,8.25,21.47,21.26,14.04,15.56,7.00,13.60,24.02,8.60,21.95,12.17,18.79,25.81,20.81,19.42,18.44,19.80,16.64,14.76,15.00,9.85,7.00,8.54,4.47,7.21,23.60,25.61,4.12,6.71,7.28,9.00,16.40,17.20,18.38,14.14,16.12,18.87,10.82,20.81,12.73,10.77,25.50,17.89,16.28,21.10,17.46,19.24,15.81,21.59,22.83,24.04,32.65,26.17,23.02,23.35,24.35,21.10,26.40,24.76,23.02,28.23,30.08,31.02,33.53,30.07,28.16,28.86,23.09,19.31,22.36,12.37,15.03,16.12,17.80,14.76,18.25,18.97,20.22,19.42,22.36,23.32,25.24,22.47,21.84,21.00,26.02,26.00,28.00,25.18,28.86,17.80,19.21,22.02,24.41,26.87,30.41,19.24,18.38,23.02,23.09,21.59,22.20,20.02,19.65,18.03,16.16,24.17,20.25,22.14,27.66,19.10,13.04,4.12,2.00,6.32,7.62,5.00,7.28,16.55,13.42,12.81,5.83,11.18,11.18,15.52,31.11,24.76,22.67,20.12,19.92,20.25,8.94,10.20,13.00,11.40,7.21,5.66,7.07,9.00,3.00,0.00,2.00,2.24,12.04,10.82,14.87,14.32,13.15,9.22,16.03,29.00,19.70,9.06,8.94,18.36,18.25,23.26,5.00,9.90,6.32,7.00,13.60,17.46,16.28,13.34,11.05,19.00,21.21,13.93,12.08,10.82,14.76,16.55,18.03,20.62,25.50,29.73,26.91,32.56,27.66,33.02
141,8.00,23.26,22.80,16.03,17.03,9.00,14.32,24.02,7.07,21.02,10.20,17.00,24.21,19.21,17.80,16.97,18.44,15.65,13.93,13.89,9.22,7.28,9.43,5.66,6.32,22.02,24.08,4.12,7.81,8.06,9.22,14.87,15.62,17.03,15.62,17.20,20.00,12.04,22.02,14.21,11.66,26.42,18.87,16.76,21.00,17.12,19.03,15.30,21.21,21.93,22.67,31.78,26.02,23.19,23.77,25.08,21.38,25.24,23.35,21.95,27.51,29.41,30.36,32.98,30.00,28.02,28.44,22.56,18.68,22.09,12.04,15.03,16.00,19.10,15.81,18.68,19.70,20.62,20.62,23.32,24.41,26.40,23.26,22.47,21.10,26.02,26.08,28.07,25.50,29.41,19.42,20.81,23.60,26.08,28.32,31.89,21.02,20.25,25.02,25.00,23.54,24.19,22.02,21.59,20.02,18.03,26.00,21.95,24.04,29.21,20.62,14.21,6.08,2.83,7.21,8.60,4.12,7.00,18.38,15.23,14.42,7.62,13.00,13.15,17.46,32.56,26.25,24.21,21.93,21.84,22.14,10.77,10.00,12.37,10.30,6.32,7.21,9.06,11.00,5.00,2.00,0.00,2.24,13.60,12.53,16.76,12.37,11.18,7.28,14.04,27.66,17.89,7.07,7.21,16.64,16.28,21.47,3.00,8.60,4.47,5.00,12.04,15.65,14.32,11.40,9.06,17.00,19.24,12.08,10.30,9.22,13.04,14.76,16.16,18.79,23.71,28.28,25.61,31.11,26.40,31.91
142,6.08,21.54,23.35,15.03,15.00,8.25,15.81,22.00,9.22,19.72,11.00,17.09,23.85,18.87,17.49,16.40,17.69,14.42,12.53,12.81,7.62,5.10,7.21,3.61,5.00,21.63,23.60,2.00,5.66,5.83,7.07,14.42,15.26,16.28,16.28,18.36,21.10,13.04,23.02,14.87,13.00,24.19,16.64,14.56,19.03,15.30,17.12,13.60,19.42,20.59,21.93,30.41,24.08,21.10,21.59,22.85,19.24,24.21,22.67,20.81,26.00,27.86,28.79,31.32,28.02,26.08,26.68,20.88,17.09,20.22,10.20,13.00,14.04,16.97,13.60,16.49,17.46,18.44,18.44,21.10,22.20,24.21,21.02,20.25,19.03,24.00,24.02,26.02,23.35,27.20,17.49,18.87,21.63,24.19,26.25,29.83,19.31,18.68,24.02,24.70,23.09,23.54,21.02,20.22,19.03,16.49,24.35,20.12,22.56,27.20,18.60,12.04,5.83,4.12,8.54,9.85,6.32,9.06,18.36,15.26,14.87,6.08,11.40,12.00,17.09,33.24,26.87,24.76,21.95,21.54,21.93,10.82,12.04,14.56,12.53,8.54,7.81,8.54,10.20,4.47,2.24,2.24,0.00,11.66,10.77,15.30,13.04,12.00,8.94,15.03,26.87,18.03,8.06,7.28,18.60,17.03,21.54,4.47,7.81,5.00,6.32,14.14,17.49,15.81,13.00,10.05,18.11,20.02,12.37,10.44,8.94,13.00,14.87,16.49,18.97,23.77,27.66,24.76,30.48,25.50,30.81
143,11.00,10.20,23.09,8.60,3.61,8.25,21.59,18.87,20.62,22.83,21.84,26.00,30.81,26.31,25.18,23.35,23.77,18.97,16.76,18.44,13.04,9.06,6.00,8.06,13.15,28.64,30.08,10.77,6.32,7.07,9.06,22.09,23.09,22.56,18.03,22.02,24.02,17.26,25.18,17.00,18.68,15.13,8.06,10.00,17.03,15.81,16.28,15.65,19.10,23.32,27.51,31.89,21.63,17.00,15.81,15.03,14.76,28.18,28.46,24.60,26.91,28.28,29.00,30.61,24.60,23.32,25.61,21.26,18.87,19.10,12.65,12.21,13.60,6.32,5.39,11.66,10.44,13.42,8.25,12.04,12.37,13.93,13.04,13.34,15.81,20.59,20.12,21.93,18.03,20.10,5.83,7.21,10.00,12.53,14.87,18.38,8.06,8.06,15.65,19.85,17.69,17.03,13.04,10.44,11.40,6.32,13.15,8.54,12.04,15.62,7.07,3.61,10.30,13.45,15.65,16.16,16.97,18.60,16.16,14.32,16.03,6.40,3.16,6.32,13.42,32.70,26.57,24.35,19.24,17.20,18.03,12.04,21.10,24.41,23.35,19.10,13.00,9.22,8.00,10.00,12.04,13.60,11.66,0.00,2.00,5.83,23.54,22.80,20.59,25.96,31.78,27.00,19.31,17.46,30.23,27.46,30.07,16.12,16.03,16.16,17.89,25.61,29.15,27.31,24.60,21.19,29.12,30.41,22.20,20.22,18.11,22.02,24.02,26.08,28.00,32.14,33.24,29.55,35.85,29.97,33.84
144,11.18,10.77,21.19,7.07,5.39,6.32,19.65,20.59,19.42,23.85,21.38,26.08,31.32,26.68,25.50,23.77,24.35,19.70,17.46,18.97,13.34,9.06,6.32,7.28,13.00,29.12,30.68,10.20,6.00,7.07,9.49,22.36,23.35,23.09,16.03,20.02,22.02,15.30,23.19,15.00,16.76,17.12,10.05,11.66,18.60,17.03,17.69,16.64,20.52,24.41,28.23,33.24,23.32,18.79,17.72,17.03,16.55,29.15,29.15,25.55,28.28,29.73,30.48,32.20,26.40,25.06,27.20,22.63,20.00,20.62,13.42,13.45,14.87,8.25,7.28,13.42,12.37,15.23,10.20,14.04,14.32,15.81,15.03,15.30,17.49,22.36,21.93,23.77,19.92,22.09,7.07,8.49,11.31,13.60,16.40,19.85,8.54,8.06,14.87,18.38,16.28,15.81,12.08,10.05,10.30,6.00,13.60,9.43,12.04,16.97,8.60,5.39,8.60,12.04,13.89,14.32,15.62,17.03,14.32,12.37,14.04,5.00,1.41,4.47,11.66,30.87,24.70,22.47,17.49,15.62,16.40,10.05,19.42,22.80,21.93,17.69,11.18,7.28,6.00,8.49,10.82,12.53,10.77,2.00,0.00,5.10,23.19,22.36,19.70,25.50,32.65,27.07,18.68,17.12,29.15,27.17,30.27,15.23,16.03,15.52,17.09,24.41,28.18,26.57,23.77,20.62,28.64,30.15,22.02,20.02,18.00,22.02,24.02,26.00,28.07,32.39,34.01,30.41,36.67,30.89,35.00
145,16.28,7.07,19.10,4.00,6.71,8.60,20.59,24.21,23.26,28.65,26.17,31.14,36.40,31.78,30.59,28.86,29.41,24.70,22.47,24.04,18.44,14.14,11.40,12.04,18.03,34.21,35.74,15.03,11.05,12.17,14.56,27.46,28.44,28.16,15.52,19.92,21.38,16.12,22.09,14.87,18.03,18.25,12.53,15.56,22.63,21.63,22.02,21.47,24.84,29.15,33.24,37.64,27.02,22.20,20.59,18.97,20.00,34.00,34.18,30.41,32.65,33.97,34.66,36.12,29.68,28.60,31.14,27.02,24.70,24.76,18.38,18.03,19.42,9.49,10.63,17.03,15.26,18.60,11.40,15.52,15.13,16.00,17.09,17.89,21.26,25.81,25.24,26.93,22.83,24.04,6.00,7.07,9.49,10.82,14.87,17.89,5.00,3.61,9.85,14.42,12.21,11.31,7.21,5.00,5.66,1.41,9.43,6.71,7.28,14.76,8.00,9.22,11.66,15.65,16.28,16.28,19.24,20.00,12.04,11.18,13.60,9.22,4.00,4.24,9.06,28.16,22.36,20.22,14.56,12.08,13.00,10.82,21.93,25.50,25.24,21.10,13.45,9.22,7.07,12.08,14.87,16.76,15.30,5.83,5.10,0.00,28.07,27.17,24.04,30.27,37.58,32.14,23.35,22.02,33.11,32.06,35.36,19.65,21.10,20.22,21.59,28.18,32.31,31.05,28.16,25.32,33.38,35.06,27.00,25.00,23.02,27.07,29.07,31.02,33.14,37.48,39.00,35.34,41.63,35.78,39.66
146,13.00,33.73,34.48,28.07,26.25,21.21,24.08,24.70,10.63,16.28,2.24,5.83,13.89,9.49,8.25,9.00,11.00,12.08,12.21,10.30,11.66,14.56,17.72,16.03,10.44,12.08,14.32,13.04,17.26,16.49,15.23,7.07,7.00,10.05,27.29,27.80,30.61,23.32,32.80,25.94,22.20,32.02,25.55,21.40,21.63,17.20,19.42,15.00,20.12,17.26,14.32,26.02,25.50,25.00,26.91,29.73,24.08,18.11,14.56,16.03,23.19,25.18,26.17,29.27,29.55,27.31,25.96,20.25,16.55,21.47,14.21,17.69,17.69,27.31,23.26,22.67,25.00,24.04,28.18,29.41,31.06,33.29,28.43,26.91,22.80,26.42,26.93,28.65,27.80,32.65,29.12,30.36,32.89,35.74,36.67,40.25,31.58,31.26,37.05,37.36,35.90,36.50,34.06,33.06,32.06,29.15,36.67,32.02,35.23,38.08,29.73,22.47,18.44,14.87,18.36,19.72,13.04,15.62,30.68,27.51,26.40,19.00,24.08,25.02,29.83,43.83,37.74,35.85,34.18,34.21,34.48,23.09,17.69,17.49,13.89,13.45,19.31,21.38,23.19,17.26,14.32,12.37,13.04,23.54,23.19,28.07,0.00,1.41,7.07,2.83,18.97,6.40,5.39,6.08,12.17,4.00,9.90,9.49,8.06,8.06,7.62,11.40,10.20,6.32,6.08,3.61,5.83,7.00,2.24,3.61,5.83,4.12,4.12,4.24,7.07,12.04,18.79,17.46,21.47,18.44,24.52
147,12.53,32.98,33.12,27.02,25.63,20.10,22.67,25.06,9.22,17.12,1.00,7.21,15.26,10.77,9.49,10.05,12.04,12.65,12.53,10.77,11.40,13.93,17.09,15.13,9.85,13.42,15.65,12.17,16.49,15.81,14.76,8.00,8.06,11.00,25.94,26.40,29.21,21.95,31.40,24.60,20.81,31.89,25.24,21.26,21.95,17.49,19.72,15.26,20.62,18.11,15.52,27.07,26.00,25.24,27.02,29.70,24.21,19.24,15.81,17.00,24.08,26.08,27.07,30.15,30.08,27.86,26.68,20.88,17.09,21.93,14.14,17.69,17.80,26.83,22.83,22.63,24.84,24.08,27.78,29.21,30.81,33.02,28.32,26.87,23.02,26.83,27.29,29.07,28.02,32.80,28.46,29.73,32.31,35.11,36.24,39.82,30.81,30.41,36.01,36.14,34.71,35.36,33.02,32.14,31.02,28.28,35.90,31.32,34.37,37.58,29.15,21.93,17.26,13.60,17.00,18.36,11.66,14.21,29.41,26.25,25.08,18.03,23.19,24.00,28.64,42.44,36.36,34.48,32.89,32.98,33.24,21.84,16.28,16.12,12.53,12.04,18.03,20.22,22.09,16.12,13.15,11.18,12.00,22.80,22.36,27.17,1.41,0.00,5.66,3.16,20.25,7.81,4.12,5.39,11.40,5.10,11.31,8.25,7.81,7.00,6.32,10.20,9.49,5.83,5.00,2.24,6.32,8.06,3.00,3.61,5.66,5.00,5.39,5.66,8.49,13.45,20.12,18.68,22.83,19.65,25.71
148,12.21,30.46,27.73,23.19,23.85,16.12,17.03,27.20,3.61,21.10,5.00,12.81,20.81,16.12,14.76,14.87,16.76,16.00,15.13,14.00,12.08,12.73,15.62,12.53,9.43,18.87,21.10,10.00,14.42,14.21,14.21,12.65,13.00,15.52,20.62,20.81,23.60,16.55,25.81,19.31,15.26,32.02,24.76,21.63,24.04,19.65,21.84,17.46,23.35,22.09,20.62,31.58,28.64,26.93,28.18,30.23,25.50,24.04,21.02,21.38,28.07,30.07,31.06,34.01,32.76,30.59,30.07,24.08,20.10,24.52,15.23,18.79,19.31,25.61,21.93,23.32,25.00,25.06,26.91,29.07,30.41,32.53,28.60,27.46,24.70,29.12,29.41,31.32,29.55,34.00,26.42,27.78,30.53,33.12,35.00,38.60,28.23,27.51,32.14,31.40,30.15,31.02,29.15,28.86,27.17,25.30,33.24,29.07,31.32,36.06,27.46,20.62,13.04,9.00,11.70,13.00,6.32,8.60,24.52,21.38,19.92,14.87,20.25,20.40,24.08,36.89,30.89,29.07,27.89,28.28,28.44,17.12,10.63,10.77,7.28,6.40,13.15,16.03,18.11,12.17,9.22,7.28,8.94,20.59,19.70,24.04,7.07,5.66,0.00,7.62,25.50,13.45,3.00,6.08,9.90,10.30,16.97,4.47,9.22,5.00,2.83,6.32,8.60,7.07,4.12,3.61,10.20,13.00,8.06,7.28,8.00,9.85,10.82,11.31,14.14,19.10,25.55,23.77,28.30,24.70,30.68
149,15.65,36.14,35.34,30.00,28.79,23.02,24.41,27.46,10.82,18.68,4.12,7.07,14.87,11.05,10.00,11.18,13.15,14.76,15.00,13.04,14.42,17.09,20.25,18.25,13.00,13.34,15.52,15.30,19.65,18.97,17.89,9.49,9.22,12.37,28.23,28.30,31.06,24.17,33.29,26.93,22.83,34.83,28.30,24.21,24.41,20.00,22.20,17.80,22.83,19.65,16.03,28.02,28.18,27.80,29.73,32.56,26.91,20.00,16.12,18.25,25.50,27.46,28.44,31.58,32.20,29.97,28.46,22.85,19.24,24.19,17.03,20.52,20.52,29.97,25.94,25.50,27.80,26.87,30.89,32.20,33.84,36.06,31.24,29.73,25.61,29.15,29.68,31.38,30.61,35.47,31.62,32.89,35.47,38.28,39.36,42.94,33.96,33.54,39.00,38.83,37.48,38.21,36.00,35.23,34.00,31.40,39.05,34.48,37.48,40.72,32.31,25.08,20.10,16.28,19.31,20.62,13.93,16.12,32.02,28.86,27.51,21.10,26.31,27.02,31.40,44.42,38.47,36.67,35.44,35.69,35.90,24.52,17.80,17.03,13.45,13.89,20.62,23.09,25.02,19.03,16.03,14.04,15.03,25.96,25.50,30.27,2.83,3.16,7.62,0.00,20.40,7.28,7.00,8.54,10.00,2.83,10.30,11.05,10.82,10.05,9.06,10.30,8.00,4.00,5.00,5.00,3.16,5.39,5.00,6.40,8.60,6.71,6.08,5.10,7.62,12.21,19.92,19.10,22.47,20.10,26.17
150,22.20,40.52,50.21,39.45,32.57,34.21,41.62,19.24,29.07,9.22,20.62,13.34,6.08,9.49,10.77,10.82,9.22,13.04,15.26,14.21,20.00,24.41,26.42,27.80,21.93,7.07,5.00,25.50,27.46,26.08,23.32,13.04,12.53,10.63,43.14,44.82,47.63,39.70,49.68,41.73,39.20,31.06,28.44,23.54,18.00,16.49,17.12,16.16,15.00,9.06,5.00,9.43,17.72,21.10,24.08,28.07,22.00,4.00,4.47,7.28,10.30,11.40,12.04,14.87,20.12,18.38,14.76,13.04,13.34,16.03,19.24,19.92,18.68,31.78,28.16,23.19,26.17,23.02,31.40,30.02,32.02,34.00,28.00,26.00,20.00,19.65,20.62,21.19,23.35,27.89,35.44,36.14,37.66,40.61,39.05,42.00,38.90,39.56,47.42,50.48,48.55,48.37,44.72,42.15,42.94,38.08,43.42,38.33,43.32,41.11,34.93,28.79,32.56,30.48,34.83,36.24,30.23,33.29,44.82,41.87,41.73,30.81,34.00,36.36,43.01,60.11,53.74,51.62,48.41,47.43,48.01,37.54,35.85,36.25,32.70,31.38,34.66,34.83,35.81,31.14,29.00,27.66,26.87,31.78,32.65,37.58,18.97,20.25,25.50,20.40,0.00,13.15,22.83,20.81,30.27,18.11,11.05,25.81,19.10,23.60,24.70,30.36,28.28,24.33,25.00,21.93,21.02,18.03,17.46,18.36,18.60,15.65,14.87,15.30,13.04,10.44,2.24,2.24,4.12,2.00,6.08
151,16.00,37.05,40.50,32.76,29.15,26.25,30.41,23.35,17.03,13.04,8.49,1.00,7.62,4.12,3.61,5.66,7.21,10.82,12.08,9.85,14.04,18.03,21.00,20.40,14.14,6.08,8.25,17.46,21.10,20.02,18.03,5.39,4.47,7.07,33.29,34.06,36.88,29.41,39.05,31.91,28.43,32.65,27.20,22.47,20.62,16.64,18.60,14.76,18.38,13.89,9.06,21.21,23.43,24.21,26.63,30.02,23.85,13.15,9.00,12.08,19.31,21.19,22.14,25.30,27.20,25.00,22.83,17.80,14.87,19.80,15.52,18.38,17.89,29.61,25.50,23.26,26.00,24.19,30.08,30.46,32.31,34.54,29.07,27.29,22.20,24.76,25.46,26.91,27.02,32.02,32.14,33.24,35.51,38.47,38.60,42.06,35.01,35.01,41.59,42.72,41.11,41.48,38.64,37.12,36.67,33.06,40.05,35.13,39.01,40.26,32.39,25.18,23.77,20.59,24.41,25.81,19.21,21.93,36.25,33.11,32.25,23.54,28.16,29.61,35.11,50.00,43.83,41.88,39.81,39.56,39.92,28.64,24.08,23.85,20.25,19.80,25.06,26.57,28.16,22.47,19.70,17.89,18.03,27.00,27.07,32.14,6.40,7.81,13.45,7.28,13.15,0.00,11.40,10.77,17.12,5.00,3.61,15.26,11.05,13.42,13.60,17.46,15.13,11.18,12.08,9.90,8.06,5.83,5.83,7.62,9.22,5.10,3.16,2.24,1.00,5.83,12.65,12.00,15.23,13.00,19.03
152,9.90,29.41,29.15,23.00,22.36,16.03,19.10,24.35,6.32,18.11,3.16,10.63,18.44,13.60,12.21,12.08,13.93,13.00,12.17,11.00,9.43,10.82,13.89,11.40,7.07,16.40,18.60,8.54,13.00,12.53,12.04,9.85,10.30,12.65,21.95,22.67,25.50,18.03,27.66,20.59,17.03,29.73,22.67,19.21,21.19,16.76,18.97,14.56,20.40,19.10,17.89,28.64,25.71,24.17,25.55,27.80,22.83,21.19,18.36,18.44,25.08,27.07,28.07,31.02,29.83,27.66,27.07,21.10,17.12,21.59,12.53,16.12,16.55,23.85,20.00,20.81,22.67,22.47,25.00,26.87,28.32,30.48,26.25,25.00,21.93,26.25,26.57,28.46,26.83,31.38,25.08,26.40,29.07,31.78,33.29,36.89,27.20,26.68,32.00,32.02,30.59,31.26,29.00,28.28,27.00,24.52,32.28,27.86,30.59,34.48,25.94,18.87,13.15,9.49,13.04,14.42,7.81,10.63,25.30,22.14,21.02,14.14,19.42,20.02,24.52,38.60,32.45,30.53,28.79,28.86,29.12,17.72,13.04,13.60,10.20,8.60,13.93,16.12,18.03,12.04,9.06,7.07,8.06,19.31,18.68,23.35,5.39,4.12,3.00,7.00,22.83,11.40,0.00,3.16,12.21,9.22,15.00,4.12,6.32,3.16,2.24,9.22,10.63,8.06,5.66,2.00,10.05,12.17,5.66,4.47,5.00,7.21,8.49,9.43,12.21,17.20,23.02,21.02,25.81,21.93,27.86
153,7.21,27.66,30.00,22.20,20.25,15.52,20.81,21.19,9.06,15.30,4.47,9.85,17.03,12.04,10.63,10.00,11.66,10.05,9.06,8.06,6.40,8.54,11.70,10.00,4.47,14.87,16.97,7.00,11.18,10.44,9.43,7.81,8.49,10.30,22.80,24.08,26.91,19.10,29.00,21.40,18.44,26.87,20.00,16.28,18.03,13.60,15.81,11.40,17.26,16.28,15.81,25.96,22.56,21.02,22.47,24.84,19.72,18.79,16.40,15.81,22.20,24.19,25.18,28.07,26.68,24.52,24.02,18.03,14.04,18.44,9.43,13.04,13.42,21.47,17.49,17.80,19.80,19.42,22.47,24.08,25.61,27.80,23.35,22.02,18.79,23.09,23.41,25.30,23.71,28.30,23.09,24.35,26.93,29.73,30.89,34.48,25.50,25.18,31.14,31.95,30.36,30.81,28.16,27.02,26.17,23.09,30.59,25.96,29.15,32.20,23.77,16.55,13.00,10.00,14.14,15.56,9.43,12.53,25.50,22.36,21.63,13.04,18.03,19.10,24.35,39.70,33.42,31.40,29.07,28.79,29.15,17.89,15.23,16.28,13.04,10.77,14.42,15.81,17.46,11.70,8.94,7.21,7.28,17.46,17.12,22.02,6.08,5.39,6.08,8.54,20.81,10.77,3.16,0.00,15.26,10.05,14.32,5.00,3.16,2.83,4.12,12.37,13.60,10.63,8.60,4.24,11.70,13.04,5.10,3.16,2.24,5.83,7.62,9.22,11.70,16.55,21.26,18.87,24.08,19.72,25.50
